region,AGS,tooltip
Bördeaue,15089041,"In Weimar (Lahn) hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 3.8 erhöht."
Bördeland,15089042,"In Weinbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 4.4 erhöht."
Börde-Hakel,15089043,"In Weinböhla hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.2 auf 9.6 erhöht."
Borne,15089045,"In Weingarten hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 4.2 erhöht."
"Calbe (Saale), Stadt",15089055,"In Weingarten (Baden) hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.4 auf 9.2 erhöht."
"Egeln, Stadt",15089075,"In Weingarten (Pfalz) hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.2 auf 10.8 erhöht."
Giersleben,15089130,"In Weinheim hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.6 auf 7.2 erhöht."
"Güsten, Stadt",15089165,"In Weinolsheim hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.2 auf 10.2 erhöht."
"Hecklingen, Stadt",15089175,"In Weinsberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.2 auf 9.8 erhöht."
Ilberstedt,15089185,"In Weinsheim hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 5.8 erhöht."
"Könnern, Stadt",15089195,"In Weinsheim hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 0.8 auf 3.2 erhöht."
"Nienburg (Saale), Stadt",15089235,"In Weinstadt hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.2 auf 8.8 erhöht."
Plötzkau,15089245,"In Weinähr hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 4.2 erhöht."
"Schönebeck (Elbe), Stadt",15089305,"In Weira hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 6.6 erhöht."
"Seeland, Stadt",15089307,"In Weischlitz hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.8 auf 5.4 erhöht."
"Staßfurt, Stadt",15089310,"In Weisel hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.8 auf 3.8 erhöht."
Wolmirsleben,15089365,"In Weisen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 6.8 auf 6.2 verringert."
Aland,15090003,"In Weisenbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 5.0 erhöht."
Altmärkische Höhe,15090007,"In Weisendorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 7.4 erhöht."
Altmärkische Wische,15090008,"In Weisenheim am Berg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.0 auf 9.4 erhöht."
"Arneburg, Stadt",15090010,"In Weisenheim am Sand hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.2 auf 9.8 erhöht."
"Bismark (Altmark), Stadt",15090070,"In Weiskirchen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.0 auf 4.8 erhöht."
Eichstedt (Altmark),15090135,"In Weismain hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 5.2 erhöht."
Goldbeck,15090180,"In Weissach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.2 auf 7.4 erhöht."
Hassel,15090220,"In Weissach im Tal hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 7.4 erhöht."
"Havelberg, Hansestadt",15090225,"In Weisweil hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.8 auf 8.8 erhöht."
Hohenberg-Krusemark,15090245,"In Weitefeld hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 3.0 erhöht."
Iden,15090270,"In Weitendorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 6.2 auf 4.4 verringert."
Kamern,15090285,"In Weitenhagen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.4 auf 3.6 verringert."
Klietz,15090310,"In Weitenhagen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.4 auf 3.4 verringert."
"Osterburg (Altmark), Hansestadt",15090415,"In Weitersbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 3.8 erhöht."
Rochau,15090435,"In Weitersborn hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 4.4 erhöht."
"Sandau (Elbe), Stadt",15090445,"In Weitersburg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 4.8 erhöht."
Schollene,15090485,"In Weiterstadt hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.0 auf 11.4 erhöht."
Schönhausen (Elbe),15090500,"In Weitersweiler hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 7.0 erhöht."
"Seehausen (Altmark), Hansestadt",15090520,"In Weitnau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 0.6 auf 3.8 erhöht."
"Stendal, Hansestadt",15090535,"In Weitramsdorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 5.2 erhöht."
"Tangerhütte, Stadt",15090546,"In Weißbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.2 auf 7.8 erhöht."
"Tangermünde, Stadt",15090550,"In Weißbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 6.8 erhöht."
"Werben (Elbe), Hansestadt",15090610,"In Weißdorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.0 auf 2.8 erhöht."
Wust-Fischbeck,15090631,"In Weißenberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.8 auf 7.4 erhöht."
Zehrental,15090635,"In Weißenborn hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 3.8 erhöht."
"Annaburg, Stadt",15091010,"In Weißenborn hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 7.4 erhöht."
"Bad Schmiedeberg, Stadt",15091020,"In Weißenborn/Erzgeb. hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.8 auf 5.4 erhöht."
"Coswig (Anhalt), Stadt",15091060,"In Weißenbrunn hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 4.4 erhöht."
"Gräfenhainichen, Stadt",15091110,"In Weißenburg i.Bay. hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 6.4 erhöht."
"Jessen (Elster), Stadt",15091145,"In Weißendorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 6.8 erhöht."
"Kemberg, Stadt",15091160,"In Weißenfels hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.0 auf 8.2 erhöht."
"Oranienbaum-Wörlitz, Stadt",15091241,"In Weißenhorn hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 5.2 erhöht."
"Wittenberg, Lutherstadt",15091375,"In Weißenohe hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 7.0 erhöht."
"Zahna-Elster, Stadt",15091391,"In Weißensberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 0.8 auf 4.2 erhöht."
"Erfurt, Stadt",16051000,"In Weißensee hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 6.6 erhöht."
"Gera, Stadt",16052000,"In Weißenstadt hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.0 auf 2.8 erhöht."
"Jena, Stadt",16053000,"In Weißenstadter Forst-Nord hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.0 auf 2.8 erhöht."
"Suhl, Stadt",16054000,"In Weißenstadter Forst-Süd hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.0 auf 3.0 erhöht."
"Weimar, Stadt",16055000,"In Weißenthurm hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.2 auf 5.4 erhöht."
Arenshausen,16061001,"In Weißkeißel hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.6 auf 10.2 erhöht."
Asbach-Sickenberg,16061002,"In Weißwasser/O.L. hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 6.4 auf 11.0 erhöht."
Berlingerode,16061003,"In Welcherath hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 3.4 erhöht."
Birkenfelde,16061007,"In Welchweiler hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 5.6 erhöht."
Bodenrode-Westhausen,16061012,"In Welden hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 6.8 erhöht."
Bornhagen,16061014,"In Welgesheim hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 7.6 erhöht."
Brehme,16061015,"In Welkenbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 4.2 erhöht."
Breitenworbis,16061017,"In Welle hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.4 auf 4.6 erhöht."
Büttstedt,16061018,"In Wellen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 4.8 erhöht."
Buhla,16061019,"In Wellendingen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 4.6 erhöht."
Burgwalde,16061021,"In Wellheim hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 6.2 erhöht."
Dieterode,16061023,"In Welling hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.0 auf 4.8 erhöht."
Dietzenrode/Vatterode,16061024,"In Welmbüttel hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.4 auf 2.2 verringert."
Ecklingerode,16061026,"In Welschbillig hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 5.0 erhöht."
Effelder,16061027,"In Welschenbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 3.6 erhöht."
Eichstruth,16061028,"In Welschneudorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.8 auf 4.2 erhöht."
Ferna,16061031,"In Welt hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.2 auf 1.8 verringert."
Freienhagen,16061032,"In Welterod hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.8 auf 4.0 erhöht."
Fretterode,16061033,"In Weltersburg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 3.6 erhöht."
Geisleden,16061034,"In Welver hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.4 auf 6.8 erhöht."
Geismar,16061035,"In Welzheim hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 6.8 erhöht."
Gerbershausen,16061036,"In Welzow hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 9.2 auf 10.6 erhöht."
Gernrode,16061037,"In Wembach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 0.2 auf 2.0 erhöht."
Glasehausen,16061039,"In Wemding hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 6.0 erhöht."
Großbartloff,16061041,"In Wendeburg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.6 auf 5.2 erhöht."
Haynrode,16061044,"In Wendelsheim hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 7.0 erhöht."
"Heilbad Heiligenstadt, Stadt",16061045,"In Wendelstein hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.6 auf 7.6 erhöht."
Heuthen,16061047,"In Wenden hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 4.2 erhöht."
Hohengandern,16061048,"In Wendisch Baggendorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.8 auf 3.6 verringert."
Hohes Kreuz,16061049,"In Wendisch Evern hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.2 auf 5.6 erhöht."
Kella,16061056,"In Wendisch Rietz hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 7.6 auf 9.2 erhöht."
Kirchgandern,16061057,"In Wendlingen am Neckar hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 8.0 erhöht."
Kirchworbis,16061058,"In Wendorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.6 auf 3.2 verringert."
Krombach,16061062,"In Wendtorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.8 auf 1.4 verringert."
Küllstedt,16061063,"In Weng hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 7.6 erhöht."
Lenterode,16061065,"In Wennbüttel hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.4 auf 2.2 verringert."
Lindewerra,16061066,"In Wennigsen (Deister) hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.4 auf 4.4 verringert."
Lutter,16061067,"In Wenningstedt-Braderup (Sylt) hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.8 auf 0.8 verringert."
Mackenrode,16061068,"In Wensin hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.6 auf 2.8 verringert."
Marth,16061069,"In Wentorf (Amt Sandesneben) hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.8 auf 4.8 verringert."
Niederorschel,16061074,"In Wentorf bei Hamburg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.0 auf 5.4 erhöht."
Pfaffschwende,16061075,"In Wenzen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 4.0 erhöht."
Reinholterode,16061076,"In Wenzenbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 8.2 erhöht."
Röhrig,16061077,"In Wenzendorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 4.2 erhöht."
Rohrberg,16061078,"In Wenzlow hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 6.4 auf 8.2 erhöht."
Rustenfelde,16061082,"In Werbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 6.4 erhöht."
Schachtebich,16061083,"In Werben hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 9.6 auf 11.6 erhöht."
Schönhagen,16061084,"In Werben (Elbe) hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.2 auf 7.8 erhöht."
Schwobfeld,16061085,"In Werda hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.8 auf 5.0 erhöht."
Sickerode,16061086,"In Werdau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 7.0 erhöht."
Steinbach,16061089,"In Werder hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 6.2 auf 4.8 verringert."
Steinheuterode,16061091,"In Werder hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 6.2 auf 5.4 verringert."
Tastungen,16061094,"In Werder (Havel) hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 7.2 auf 8.4 erhöht."
Thalwenden,16061096,"In Werdohl hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 4.2 erhöht."
Uder,16061097,"In Werdum hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 1.6 verringert."
Volkerode,16061098,"In Werkhausen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 5.6 erhöht."
Wachstedt,16061101,"In Werl hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.0 auf 6.8 erhöht."
Wahlhausen,16061102,"In Werlte hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.0 auf 4.0 erhöht."
Wehnde,16061103,"In Wermelskirchen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.6 auf 6.0 erhöht."
Wiesenfeld,16061105,"In Wermsdorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.6 auf 10.4 erhöht."
Wingerode,16061107,"In Wernau (Neckar) hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 8.0 erhöht."
Wüstheuterode,16061111,"In Wernberg-Köblitz hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 5.8 erhöht."
Schimberg,16061113,"In Wernburg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 6.6 erhöht."
Teistungen,16061114,"In Werne hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.8 auf 7.0 erhöht."
"Leinefelde-Worbis, Stadt",16061115,"In Werneck hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 6.8 erhöht."
Am Ohmberg,16061116,"In Wernersberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 7.6 erhöht."
Sonnenstein,16061117,"In Werneuchen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 6.2 auf 7.6 erhöht."
"Dingelstädt, Stadt",16061118,"In Wernigerode hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 3.8 erhöht."
"Ellrich, Stadt",16062005,"In Werningshausen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 6.6 erhöht."
Görsbach,16062008,"In Weroth hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 4.2 erhöht."
Großlohra,16062009,"In Werpeloh hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.0 auf 3.4 erhöht."
Kehmstedt,16062024,"In Werra-Suhl-Tal hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 4.2 erhöht."
Kleinfurra,16062026,"In Wershofen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 3.8 erhöht."
Lipprechterode,16062033,"In Wertach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 0.6 auf 3.2 erhöht."
Niedergebra,16062037,"In Wertheim hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 6.0 erhöht."
"Nordhausen, Stadt",16062041,"In Werther hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 4.8 erhöht."
Sollstedt,16062049,"In Werther (Westf.) hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.2 auf 5.2 erhöht."
Urbach,16062054,"In Wertingen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 6.4 erhöht."
Hohenstein,16062062,"In Wesel hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.0 auf 7.4 erhöht."
Werther,16062063,"In Weselberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 6.0 erhöht."
"Heringen/Helme, Stadt",16062064,"In Wesenberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.8 auf 4.4 verringert."
Harztor,16062065,"In Wesenberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.4 auf 4.8 verringert."
"Bleicherode, Stadt",16062066,"In Wesendorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.2 auf 5.2 erhöht."
"Bad Salzungen, Stadt",16063003,"In Wesertal hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.0 auf 3.6 erhöht."
Barchfeld-Immelborn,16063004,"In Wesselburen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.0 auf 2.0 verringert."
Berka v. d. Hainich,16063006,"In Wesselburener Deichhausen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.0 auf 2.0 verringert."
Bischofroda,16063008,"In Wesselburenerkoog hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.8 auf 1.8 verringert."
Buttlar,16063011,"In Wesseling hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.2 auf 7.6 erhöht."
Dermbach,16063015,"In Wesseln hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.2 auf 2.0 verringert."
Empfertshausen,16063023,"In Wessobrunn hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 6.6 erhöht."
Frankenroda,16063028,"In Weste hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.0 auf 5.6 erhöht."
"Geisa, Stadt",16063032,"In Westendorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 6.4 erhöht."
Gerstengrund,16063033,"In Westendorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 5.2 erhöht."
Hallungen,16063037,"In Westensee hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.4 auf 1.8 verringert."
Krauthausen,16063046,"In Wester-Ohrstedt hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.2 auf 2.0 verringert."
Lauterbach,16063049,"In Westerau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.8 auf 4.4 verringert."
Leimbach,16063051,"In Westerborstel hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.4 auf 2.2 verringert."
Nazza,16063058,"In Westerburg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 3.2 erhöht."
Oechsen,16063062,"In Westerdeichstrich hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.4 auf 1.8 verringert."
"Ruhla, Stadt",16063066,"In Westergellersen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.0 auf 5.6 erhöht."
Schleid,16063068,"In Westerheim hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 4.4 erhöht."
Seebach,16063071,"In Westerheim hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 5.4 erhöht."
"Treffurt, Stadt",16063076,"In Westerhever hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 1.4 verringert."
Unterbreizbach,16063078,"In Westerholt hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 2.0 verringert."
"Vacha, Stadt",16063082,"In Westerholz hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 0.4 verringert."
Weilar,16063084,"In Westerhorn hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.4 auf 4.0 verringert."
Wiesenthal,16063086,"In Westerkappeln hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.2 auf 5.8 erhöht."
Wutha-Farnroda,16063092,"In Westermoor hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.4 auf 3.8 verringert."
Gerstungen,16063097,"In Westerngrund hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.8 auf 5.2 erhöht."
Hörselberg-Hainich,16063098,"In Westernohe hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 3.0 erhöht."
"Bad Liebenstein, Stadt",16063099,"In Westerrade hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.4 auf 3.6 verringert."
Krayenberggemeinde,16063101,"In Westerrönfeld hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.6 auf 1.8 verringert."
"Werra-Suhl-Tal, Stadt",16063103,"In Westerstede hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 2.2 verringert."
"Amt Creuzburg, Stadt",16063104,"In Westerstetten hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 5.2 erhöht."
"Eisenach, Stadt",16063105,"In Westertimke hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.0 auf 4.6 erhöht."
"Bad Langensalza, Stadt",16064003,"In Westerwalsede hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.6 auf 5.2 erhöht."
"Bad Tennstedt, Stadt",16064004,"In Westgreußen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 6.2 erhöht."
Ballhausen,16064005,"In Westhausen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 5.8 erhöht."
Blankenburg,16064007,"In Westhausen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 6.4 erhöht."
Bruchstedt,16064009,"In Westheide hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.4 auf 8.2 erhöht."
Dünwald,16064014,"In Westheim hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 6.2 erhöht."
Großvargula,16064019,"In Westheim (Pfalz) hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.2 auf 11.4 erhöht."
